concrete,1.87941,0.11367,0.63642,0.97335,0.9034,0.01292
concrete,2.61777,0.11014,0.59686,0.95737,1.06194,0.01213
concrete,2.38942,0.12651,0.60651,0.95556,1.01823,0.01601
concrete,2.56389,0.13054,0.58794,0.93466,1.08085,0.01704
concrete,1.73954,0.14041,0.65035,0.95023,0.85641,0.01972
concrete,1.88828,0.13109,0.63844,0.95114,0.89764,0.01718
concrete,1.89175,0.14447,0.65443,0.93239,0.86391,0.02087
concrete,2.30213,0.13238,0.61273,0.93493,0.9943,0.01752
concrete,2.37888,0.12943,0.60444,0.92837,1.02368,0.01675
concrete,4.4779,0.08523,0.52158,0.95283,1.42042,0.00726
concrete,4.79453,0.08981,0.51292,0.93508,1.46277,0.00807
concrete,5.14074,0.10669,0.50814,0.90183,1.49439,0.01138
concrete,4.39612,0.09398,0.53075,0.9346,1.38006,0.00883
concrete,4.14353,0.11156,0.54708,0.91009,1.32848,0.01245
concrete,2.39674,0.14286,0.62766,0.92823,0.97954,0.02041
concrete,2.0478,0.14104,0.62803,0.9349,0.93465,0.01989
concrete,2.15878,0.13539,0.62391,0.92936,0.95536,0.01833
concrete,2.61696,0.1217,0.58992,0.93193,1.07886,0.01481
concrete,2.16182,0.15638,0.62509,0.89646,0.95989,0.02445
knitwear,1.65838,0.10984,0.66675,0.9848,0.81431,0.01207
knitwear,1.22593,0.13759,0.729,0.98549,0.63978,0.01893
knitwear,1.55558,0.10427,0.67943,0.98871,0.7781,0.01087
knitwear,2.43468,0.09254,0.64694,0.98728,0.93267,0.00856
knitwear,1.4588,0.12759,0.69461,0.9792,0.73328,0.01628
knitwear,3.2245,0.10087,0.60677,0.97508,1.11241,0.01018
knitwear,1.81865,0.15467,0.70125,0.95676,0.75498,0.02392
knitwear,1.4415,0.11881,0.70457,0.98728,0.71784,0.01412
knitwear,1.2679,0.10253,0.69144,0.99161,0.71933,0.01051
knitwear,1.82721,0.15252,0.72763,0.96797,0.69942,0.02326
knitwear,1.59824,0.13837,0.6801,0.97391,0.77835,0.01915
knitwear,1.3224,0.13695,0.73803,0.98546,0.63854,0.01876
knitwear,1.26065,0.1194,0.70199,0.98578,0.69694,0.01426
knitwear,1.95071,0.13135,0.68457,0.97403,0.7954,0.01725
knitwear,1.74003,0.13706,0.6901,0.97717,0.76787,0.01878
knitwear,1.10769,0.13466,0.72526,0.98786,0.63736,0.01813
knitwear,1.20045,0.14202,0.71655,0.98021,0.66291,0.02017
knitwear,0.93161,0.11542,0.73452,0.99388,0.5957,0.01332
knitwear,0.6316,0.19167,0.80036,0.98189,0.43667,0.03674
knitwear,0.70872,0.15487,0.78231,0.99058,0.47697,0.02398
knitwear,0.98909,0.13976,0.74839,0.98845,0.57766,0.01953
knitwear,0.9021,0.14062,0.74062,0.98724,0.58007,0.01978
knitwear,1.46147,0.12798,0.71103,0.97967,0.69552,0.01638
knitwear,1.44274,0.10586,0.66901,0.98674,0.78071,0.01121
knitwear,1.23244,0.1291,0.71832,0.98255,0.66551,0.01667
knitwear,1.54808,0.14382,0.69804,0.96894,0.73749,0.02068
knitwear,1.82342,0.10832,0.67668,0.98528,0.80885,0.01173
knitwear,0.83192,0.15,0.75604,0.98736,0.54188,0.0225
knitwear,0.74344,0.15396,0.76514,0.98643,0.51417,0.0237
knitwear,1.37374,0.13309,0.69543,0.98071,0.72658,0.01771
